"CD_GEOCODM","LONG","LAT","ALT"
"1715101",-47.6681483922167,-9.96848646570169,226.037328
"1715150",-46.5772973536675,-12.9099386744081,514.289552
"1715259",-46.6307872958899,-11.815875050149,640.884544
"1715507",-48.9074015689032,-10.7083627090618,304.023053
"1715705",-47.9342497089842,-7.85756137614505,167.748162
"1715754",-48.4134139552316,-13.0398884336692,454.71199
"1716109",-48.8866300840169,-10.1712207549999,398.578296
"1716208",-47.8840837284426,-12.6204814887183,270.015519
"1716307",-49.3633064810091,-7.53999835569997,161.936181
"1716505",-48.1775561127387,-8.96444959242294,181.957873
"1716604",-48.537810626336,-12.029773830853,246.033236
"1716653",-48.9351798669158,-8.59334065444845,292.582377
"1716703",-48.7570665856948,-8.72937180681859,386.434647
"1717008",-47.5756877172877,-11.1382025846808,437.147877
"1717206",-48.2937073910932,-6.76977703340735,194.960543
"1717503",-49.1666580115747,-10.4409311179305,268.45852
"1717800",-46.4695867923952,-12.0878129084344,518.670469
"1717909",-47.5411803583019,-10.7406728486815,315.882195
"1718006",-47.0474256004295,-11.6072590990885,382.414125
"1718204",-48.4121534584309,-10.708569917,234.029467
"1718303",-47.8147317333423,-5.39671287737827,128.757235
"1718402",-48.504330670109,-8.52996082761918,275.440644
"1718451",-48.8942204487831,-10.4243071562468,296.17995
"1718501",-47.2380411950208,-8.73536045388012,334.137764
"1718550",-48.141045502038,-6.44221138769741,158.575599
"1718659",-46.8803997045722,-11.404940023899,518.965692
"1718709",-48.5330479716014,-9.3437422386879,208.162542
"1718758",-47.8999416391395,-9.34778933411611,202.931217
"1718808",-47.8757924571994,-5.3492956164967,125.433696
"1718840",-49.9333881543012,-12.5416001674833,249.798948
"1718865",-48.6939418034376,-7.1499363850312,180.042188
"1718881",-47.7452704192246,-8.77497644926651,319.297085
"1718899",-48.909294007359,-10.8664553694029,290.732558
"1718907",-48.1199542217524,-11.4514039985494,291.372477
"1719004",-47.8062883215081,-10.2823615278187,274.646666
"1720002",-47.6842853630081,-6.43699761844425,256.868543
"1720101",-47.9193922870534,-6.04499925719239,218.373974
"1720150",-46.6549808310123,-10.1732858539628,416.110986
"1720200",-47.5730023393731,-5.55381952879429,157.657575
"1720259",-48.2320849916811,-12.7474334144954,272.83681
"1720309",-48.2038341490288,-5.25896145373507,116
"1720499",-48.2329484333802,-11.9730674594797,310.395463
"1720655",-48.1798241355321,-11.1498613085628,265.702943
"1720804",-47.6374226504604,-5.60472685665309,192.47696
"1720853",-48.9111262826871,-11.98622151086,288.527931
"1720903",-46.4387317008831,-12.3961417386813,618.75828
"1720937",-46.9845717959323,-12.1928372090542,406.578814
"1720978",-49.0911184339334,-12.7875384068603,297
"1721000",-48.3510437082462,-10.1632533267928,234.047277
"1721109",-48.3758796714267,-9.55814773400572,191.678459
"1721208",-47.4274129286927,-6.32563437602796,171.761803
"1721257",-48.2066848030641,-8.98056954941714,211.897079
"1721307",-48.1229957408688,-8.39552999695801,177.478798
"1722081",-47.9562677260283,-6.8501255166885,266.586487
"1722107",-48.531601072817,-6.41188502017984,150.222935
"2100055",-47.5066645931119,-4.95137700016248,229.048825
"2100105",-43.3208690039685,-4.13501547687008,67.197529
"2100154",-42.1155512017213,-2.84027827913681,10.436902
"2100204",-44.4170125372846,-2.40327652507917,29.719542
"2100303",-43.4687348529398,-4.63077949515206,80.487172
"2100402",-45.4646758311604,-4.16226926685315,55.192125
"2100436",-44.4482474945232,-4.207227,56.966469
"2100477",-45.8420796161705,-3.66517037445328,17.599259
"2100501",-45.9273440133384,-9.10836593219112,275.69814
"2100550",-46.0091799003875,-1.68092149512179,59.436922
"2100600",-46.7506375454972,-5.55766200018214,250.762969
"2100709",-44.6206700277629,-3.25755484212724,6.905997
"2100808",-43.1057925096893,-3.66703466234686,94.503552
"2100832",-45.0766520734486,-1.53059157775486,10.578819
"2100873",-45.6687944761006,-2.94912562327705,19.123992
"2100907",-41.8991394498654,-2.88925584643306,0.104242
"2100956",-46.0136362778351,-4.886081505,128.643699
"2101004",-44.7788346547106,-3.45917097011381,7.799486
"2101103",-44.0545858090773,-2.83779683713212,17.672108
"2101202",-44.7815559640891,-4.23152462978051,25.184611
"2101251",-44.3154229865671,-2.98582477877569,37.501395
"2101301",-45.1373489396265,-1.72404631847323,23.844171
"2101350",-44.7357420061579,-2.71087197652061,4.958069
"2101400",-46.0389926733405,-7.53116999024552,255.910533
"2101509",-43.0264526994269,-6.75895520558046,110.360829
"2101608",-45.239011016111,-5.5083395,152.522676
"2101707",-42.8278025132041,-2.75008594875811,5.037739
"2101731",-43.510061642741,-3.15677222752965,64.562445
"2101772",-45.2482458781849,-3.73773324990828,37.251231
"2101806",-44.5598567990095,-7.2187997953852,218.997828
"2101905",-44.7857301568673,-2.4620629950811,3.187989
"2101939",-44.7643231034878,-4.63028749079229,52.21505
"2101970",-46.2987100525274,-1.79329613579879,18.405188
"2102002",-45.6018893890511,-3.54416097785572,39.171601
"2102036",-46.8532412231489,-4.48996835310692,207.141816
"2102077",-45.0311078563238,-4.37550960146424,40.984949
"2102101",-42.7508478268196,-3.679178,53.017318
"2102150",-45.5820952717813,-4.33062989749501,85.288699
"2102200",-42.9251061777803,-3.9455715,54.824899
"2102309",-43.8356215415106,-5.83528813214674,219.204782
"2102325",-46.451495319051,-4.32594772630155,172.752391
"2102358",-47.0172250932177,-5.58891514171156,230.460594
"2102374",-44.0596850157832,-2.93192103905761,8.59891
"2102408",-44.6733771645862,-2.88288220315752,4.650649
"2102507",-45.0079653349663,-3.32386883091692,5.474949
"2102556",-47.3676328633342,-6.16471664583519,165.593462
"2102606",-45.7372683655917,-1.453889108528,14.240883
"2102705",-44.381816135839,-3.62836431187274,23.075743
"2102754",-44.3304362519955,-4.7212453887722,127.033842
"2102804",-47.4700918028279,-7.33078300523913,179.763253
"2102903",-46.023150834605,-1.200602,8.885977
"2103000",-43.3585394285192,-4.86167499015957,77.461758
"2103109",-44.5307895278055,-1.99791592557159,19.656604
"2103125",-44.8318437024986,-2.19131390761779,34.519281
"2103158",-46.0399601131872,-2.4569850818082,50.329556
"2103174",-46.1284089549781,-2.14429169855839,86.060356
